Item,Name,Category,Subsystem,Material,Qty,Sample IDs
14209,"Combustor Cooling Hole 11913","COMB","CHL","Air",1,"GE9X-COMB-CHL-11913"
14210,"Combustor Cooling Hole 11914","COMB","CHL","Air",1,"GE9X-COMB-CHL-11914"
14211,"Combustor Cooling Hole 11915","COMB","CHL","Air",1,"GE9X-COMB-CHL-11915"
14212,"Combustor Cooling Hole 11916","COMB","CHL","Air",1,"GE9X-COMB-CHL-11916"
14213,"Combustor Cooling Hole 11917","COMB","CHL","Air",1,"GE9X-COMB-CHL-11917"
14214,"Combustor Cooling Hole 11918","COMB","CHL","Air",1,"GE9X-COMB-CHL-11918"
14215,"Combustor Cooling Hole 11919","COMB","CHL","Air",1,"GE9X-COMB-CHL-11919"
14216,"Combustor Cooling Hole 11920","COMB","CHL","Air",1,"GE9X-COMB-CHL-11920"
14217,"Combustor Cooling Hole 11921","COMB","CHL","Air",1,"GE9X-COMB-CHL-11921"
14218,"Combustor Cooling Hole 11922","COMB","CHL","Air",1,"GE9X-COMB-CHL-11922"
14219,"Combustor Cooling Hole 11923","COMB","CHL","Air",1,"GE9X-COMB-CHL-11923"
14220,"Combustor Cooling Hole 11924","COMB","CHL","Air",1,"GE9X-COMB-CHL-11924"
14221,"Combustor Cooling Hole 11925","COMB","CHL","Air",1,"GE9X-COMB-CHL-11925"
14222,"Combustor Cooling Hole 11926","COMB","CHL","Air",1,"GE9X-COMB-CHL-11926"
14223,"Combustor Cooling Hole 11927","COMB","CHL","Air",1,"GE9X-COMB-CHL-11927"
14224,"Combustor Cooling Hole 11928","COMB","CHL","Air",1,"GE9X-COMB-CHL-11928"
14225,"Combustor Cooling Hole 11929","COMB","CHL","Air",1,"GE9X-COMB-CHL-11929"
14226,"Combustor Cooling Hole 11930","COMB","CHL","Air",1,"GE9X-COMB-CHL-11930"
14227,"Combustor Cooling Hole 11931","COMB","CHL","Air",1,"GE9X-COMB-CHL-11931"
14228,"Combustor Cooling Hole 11932","COMB","CHL","Air",1,"GE9X-COMB-CHL-11932"
14229,"Combustor Cooling Hole 11933","COMB","CHL","Air",1,"GE9X-COMB-CHL-11933"
14230,"Combustor Cooling Hole 11934","COMB","CHL","Air",1,"GE9X-COMB-CHL-11934"
14231,"Combustor Cooling Hole 11935","COMB","CHL","Air",1,"GE9X-COMB-CHL-11935"
14232,"Combustor Cooling Hole 11936","COMB","CHL","Air",1,"GE9X-COMB-CHL-11936"
14233,"Combustor Cooling Hole 11937","COMB","CHL","Air",1,"GE9X-COMB-CHL-11937"
14234,"Combustor Cooling Hole 11938","COMB","CHL","Air",1,"GE9X-COMB-CHL-11938"
14235,"Combustor Cooling Hole 11939","COMB","CHL","Air",1,"GE9X-COMB-CHL-11939"
14236,"Combustor Cooling Hole 11940","COMB","CHL","Air",1,"GE9X-COMB-CHL-11940"
14237,"Combustor Cooling Hole 11941","COMB","CHL","Air",1,"GE9X-COMB-CHL-11941"
14238,"Combustor Cooling Hole 11942","COMB","CHL","Air",1,"GE9X-COMB-CHL-11942"
14239,"Combustor Cooling Hole 11943","COMB","CHL","Air",1,"GE9X-COMB-CHL-11943"
14240,"Combustor Cooling Hole 11944","COMB","CHL","Air",1,"GE9X-COMB-CHL-11944"
14241,"Combustor Cooling Hole 11945","COMB","CHL","Air",1,"GE9X-COMB-CHL-11945"
14242,"Combustor Cooling Hole 11946","COMB","CHL","Air",1,"GE9X-COMB-CHL-11946"
14243,"Combustor Cooling Hole 11947","COMB","CHL","Air",1,"GE9X-COMB-CHL-11947"
14244,"Combustor Cooling Hole 11948","COMB","CHL","Air",1,"GE9X-COMB-CHL-11948"
14245,"Combustor Cooling Hole 11949","COMB","CHL","Air",1,"GE9X-COMB-CHL-11949"
14246,"Combustor Cooling Hole 11950","COMB","CHL","Air",1,"GE9X-COMB-CHL-11950"
14247,"Combustor Cooling Hole 11951","COMB","CHL","Air",1,"GE9X-COMB-CHL-11951"
14248,"Combustor Cooling Hole 11952","COMB","CHL","Air",1,"GE9X-COMB-CHL-11952"
14249,"Combustor Cooling Hole 11953","COMB","CHL","Air",1,"GE9X-COMB-CHL-11953"
14250,"Combustor Cooling Hole 11954","COMB","CHL","Air",1,"GE9X-COMB-CHL-11954"
14251,"Combustor Cooling Hole 11955","COMB","CHL","Air",1,"GE9X-COMB-CHL-11955"
14252,"Combustor Cooling Hole 11956","COMB","CHL","Air",1,"GE9X-COMB-CHL-11956"
14253,"Combustor Cooling Hole 11957","COMB","CHL","Air",1,"GE9X-COMB-CHL-11957"
14254,"Combustor Cooling Hole 11958","COMB","CHL","Air",1,"GE9X-COMB-CHL-11958"
14255,"Combustor Cooling Hole 11959","COMB","CHL","Air",1,"GE9X-COMB-CHL-11959"
14256,"Combustor Cooling Hole 11960","COMB","CHL","Air",1,"GE9X-COMB-CHL-11960"
14257,"Combustor Cooling Hole 11961","COMB","CHL","Air",1,"GE9X-COMB-CHL-11961"
14258,"Combustor Cooling Hole 11962","COMB","CHL","Air",1,"GE9X-COMB-CHL-11962"
14259,"Combustor Cooling Hole 11963","COMB","CHL","Air",1,"GE9X-COMB-CHL-11963"
14260,"Combustor Cooling Hole 11964","COMB","CHL","Air",1,"GE9X-COMB-CHL-11964"
14261,"Combustor Cooling Hole 11965","COMB","CHL","Air",1,"GE9X-COMB-CHL-11965"
14262,"Combustor Cooling Hole 11966","COMB","CHL","Air",1,"GE9X-COMB-CHL-11966"
14263,"Combustor Cooling Hole 11967","COMB","CHL","Air",1,"GE9X-COMB-CHL-11967"
14264,"Combustor Cooling Hole 11968","COMB","CHL","Air",1,"GE9X-COMB-CHL-11968"
14265,"Combustor Cooling Hole 11969","COMB","CHL","Air",1,"GE9X-COMB-CHL-11969"
14266,"Combustor Cooling Hole 11970","COMB","CHL","Air",1,"GE9X-COMB-CHL-11970"
14267,"Combustor Cooling Hole 11971","COMB","CHL","Air",1,"GE9X-COMB-CHL-11971"
14268,"Combustor Cooling Hole 11972","COMB","CHL","Air",1,"GE9X-COMB-CHL-11972"
14269,"Combustor Cooling Hole 11973","COMB","CHL","Air",1,"GE9X-COMB-CHL-11973"
14270,"Combustor Cooling Hole 11974","COMB","CHL","Air",1,"GE9X-COMB-CHL-11974"
14271,"Combustor Cooling Hole 11975","COMB","CHL","Air",1,"GE9X-COMB-CHL-11975"
14272,"Combustor Cooling Hole 11976","COMB","CHL","Air",1,"GE9X-COMB-CHL-11976"
14273,"Combustor Cooling Hole 11977","COMB","CHL","Air",1,"GE9X-COMB-CHL-11977"
14274,"Combustor Cooling Hole 11978","COMB","CHL","Air",1,"GE9X-COMB-CHL-11978"
14275,"Combustor Cooling Hole 11979","COMB","CHL","Air",1,"GE9X-COMB-CHL-11979"
14276,"Combustor Cooling Hole 11980","COMB","CHL","Air",1,"GE9X-COMB-CHL-11980"
14277,"Combustor Cooling Hole 11981","COMB","CHL","Air",1,"GE9X-COMB-CHL-11981"
14278,"Combustor Cooling Hole 11982","COMB","CHL","Air",1,"GE9X-COMB-CHL-11982"
14279,"Combustor Cooling Hole 11983","COMB","CHL","Air",1,"GE9X-COMB-CHL-11983"
14280,"Combustor Cooling Hole 11984","COMB","CHL","Air",1,"GE9X-COMB-CHL-11984"
14281,"Combustor Cooling Hole 11985","COMB","CHL","Air",1,"GE9X-COMB-CHL-11985"
14282,"Combustor Cooling Hole 11986","COMB","CHL","Air",1,"GE9X-COMB-CHL-11986"
14283,"Combustor Cooling Hole 11987","COMB","CHL","Air",1,"GE9X-COMB-CHL-11987"
14284,"Combustor Cooling Hole 11988","COMB","CHL","Air",1,"GE9X-COMB-CHL-11988"
14285,"Combustor Cooling Hole 11989","COMB","CHL","Air",1,"GE9X-COMB-CHL-11989"
14286,"Combustor Cooling Hole 11990","COMB","CHL","Air",1,"GE9X-COMB-CHL-11990"
14287,"Combustor Cooling Hole 11991","COMB","CHL","Air",1,"GE9X-COMB-CHL-11991"
14288,"Combustor Cooling Hole 11992","COMB","CHL","Air",1,"GE9X-COMB-CHL-11992"
14289,"Combustor Cooling Hole 11993","COMB","CHL","Air",1,"GE9X-COMB-CHL-11993"
14290,"Combustor Cooling Hole 11994","COMB","CHL","Air",1,"GE9X-COMB-CHL-11994"
14291,"Combustor Cooling Hole 11995","COMB","CHL","Air",1,"GE9X-COMB-CHL-11995"
14292,"Combustor Cooling Hole 11996","COMB","CHL","Air",1,"GE9X-COMB-CHL-11996"
14293,"Combustor Cooling Hole 11997","COMB","CHL","Air",1,"GE9X-COMB-CHL-11997"
14294,"Combustor Cooling Hole 11998","COMB","CHL","Air",1,"GE9X-COMB-CHL-11998"
14295,"Combustor Cooling Hole 11999","COMB","CHL","Air",1,"GE9X-COMB-CHL-11999"
14296,"Combustor Cooling Hole 12000","COMB","CHL","Air",1,"GE9X-COMB-CHL-12000"
14297,"HPT NGV S1-1","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0001"
14298,"HPT NGV S1-2","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0002"
14299,"HPT NGV S1-3","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0003"
14300,"HPT NGV S1-4","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0004"
14301,"HPT NGV S1-5","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0005"
14302,"HPT NGV S1-6","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0006"
14303,"HPT NGV S1-7","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0007"
14304,"HPT NGV S1-8","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0008"
14305,"HPT NGV S1-9","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0009"
14306,"HPT NGV S1-10","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0010"
14307,"HPT NGV S1-11","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0011"
14308,"HPT NGV S1-12","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0012"
14309,"HPT NGV S1-13","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0013"
14310,"HPT NGV S1-14","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0014"
14311,"HPT NGV S1-15","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0015"
14312,"HPT NGV S1-16","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0016"
14313,"HPT NGV S1-17","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0017"
14314,"HPT NGV S1-18","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0018"
14315,"HPT NGV S1-19","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0019"
14316,"HPT NGV S1-20","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0020"
14317,"HPT NGV S1-21","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0021"
14318,"HPT NGV S1-22","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0022"
14319,"HPT NGV S1-23","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0023"
14320,"HPT NGV S1-24","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0024"
14321,"HPT NGV S1-25","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0025"
14322,"HPT NGV S1-26","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0026"
14323,"HPT NGV S1-27","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0027"
14324,"HPT NGV S1-28","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0028"
14325,"HPT NGV S1-29","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0029"
14326,"HPT NGV S1-30","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0030"
14327,"HPT NGV S1-31","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0031"
14328,"HPT NGV S1-32","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0032"
14329,"HPT NGV S1-33","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0033"
14330,"HPT NGV S1-34","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0034"
14331,"HPT NGV S1-35","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0035"
14332,"HPT NGV S1-36","HPT","NGV","CMC SiC/SiC",1,"GE9X-HPT-NGV-0036"
14333,"HPT S1 Disk","HPT","DSK","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-DSK-0001"
14334,"HPT Blade S1-1","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0001"
14335,"HPT Blade S1-2","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0002"
14336,"HPT Blade S1-3","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0003"
14337,"HPT Blade S1-4","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0004"
14338,"HPT Blade S1-5","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0005"
14339,"HPT Blade S1-6","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0006"
14340,"HPT Blade S1-7","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0007"
14341,"HPT Blade S1-8","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0008"
14342,"HPT Blade S1-9","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0009"
14343,"HPT Blade S1-10","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0010"
14344,"HPT Blade S1-11","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0011"
14345,"HPT Blade S1-12","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0012"
14346,"HPT Blade S1-13","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0013"
14347,"HPT Blade S1-14","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0014"
14348,"HPT Blade S1-15","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0015"
14349,"HPT Blade S1-16","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0016"
14350,"HPT Blade S1-17","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0017"
14351,"HPT Blade S1-18","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0018"
14352,"HPT Blade S1-19","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0019"
14353,"HPT Blade S1-20","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0020"
14354,"HPT Blade S1-21","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0021"
14355,"HPT Blade S1-22","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0022"
14356,"HPT Blade S1-23","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0023"
14357,"HPT Blade S1-24","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0024"
14358,"HPT Blade S1-25","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0025"
14359,"HPT Blade S1-26","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0026"
14360,"HPT Blade S1-27","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0027"
14361,"HPT Blade S1-28","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0028"
14362,"HPT Blade S1-29","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0029"
14363,"HPT Blade S1-30","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0030"
14364,"HPT Blade S1-31","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0031"
14365,"HPT Blade S1-32","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0032"
14366,"HPT Blade S1-33","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0033"
14367,"HPT Blade S1-34","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0034"
14368,"HPT Blade S1-35","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0035"
14369,"HPT Blade S1-36","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0036"
14370,"HPT Blade S1-37","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0037"
14371,"HPT Blade S1-38","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0038"
14372,"HPT Blade S1-39","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0039"
14373,"HPT Blade S1-40","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0040"
14374,"HPT Blade S1-41","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0041"
14375,"HPT Blade S1-42","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0042"
14376,"HPT Blade S1-43","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0043"
14377,"HPT Blade S1-44","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0044"
14378,"HPT Blade S1-45","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0045"
14379,"HPT Blade S1-46","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0046"
14380,"HPT Blade S1-47","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0047"
14381,"HPT Blade S1-48","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0048"
14382,"HPT Blade S1-49","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0049"
14383,"HPT Blade S1-50","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0050"
14384,"HPT Blade S1-51","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0051"
14385,"HPT Blade S1-52","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0052"
14386,"HPT Blade S1-53","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0053"
14387,"HPT Blade S1-54","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0054"
14388,"HPT Blade S1-55","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0055"
14389,"HPT Blade S1-56","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0056"
14390,"HPT Blade S1-57","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0057"
14391,"HPT Blade S1-58","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0058"
14392,"HPT Blade S1-59","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0059"
14393,"HPT Blade S1-60","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0060"
14394,"HPT Blade S1-61","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0061"
14395,"HPT Blade S1-62","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0062"
14396,"HPT Blade S1-63","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0063"
14397,"HPT Blade S1-64","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0064"
14398,"HPT Blade S1-65","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0065"
14399,"HPT Blade S1-66","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0066"
14400,"HPT Blade S1-67","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0067"
14401,"HPT Blade S1-68","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0068"
14402,"HPT Blade S1-69","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0069"
14403,"HPT Blade S1-70","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0070"
14404,"HPT Blade S1-71","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0071"
14405,"HPT Blade S1-72","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0072"
14406,"HPT Blade S1-73","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0073"
14407,"HPT Blade S1-74","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0074"
14408,"HPT Blade S1-75","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0075"
14409,"HPT Blade S1-76","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0076"
14410,"HPT Blade S1-77","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0077"
14411,"HPT Blade S1-78","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0078"
14412,"HPT Blade S1-79","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0079"
14413,"HPT Blade S1-80","HPT","BLD","CMC SiC/SiC",1,"GE9X-HPT-BLD-0080"
14414,"HPT Blade S1-1 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0001"
14415,"HPT Blade S1-2 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0002"
14416,"HPT Blade S1-3 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0003"
14417,"HPT Blade S1-4 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0004"
14418,"HPT Blade S1-5 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0005"
14419,"HPT Blade S1-6 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0006"
14420,"HPT Blade S1-7 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0007"
14421,"HPT Blade S1-8 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0008"
14422,"HPT Blade S1-9 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0009"
14423,"HPT Blade S1-10 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0010"
14424,"HPT Blade S1-11 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0011"
14425,"HPT Blade S1-12 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0012"
14426,"HPT Blade S1-13 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0013"
14427,"HPT Blade S1-14 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0014"
14428,"HPT Blade S1-15 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0015"
14429,"HPT Blade S1-16 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0016"
14430,"HPT Blade S1-17 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0017"
14431,"HPT Blade S1-18 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0018"
14432,"HPT Blade S1-19 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0019"
14433,"HPT Blade S1-20 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0020"
14434,"HPT Blade S1-21 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0021"
14435,"HPT Blade S1-22 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0022"
14436,"HPT Blade S1-23 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0023"
14437,"HPT Blade S1-24 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0024"
14438,"HPT Blade S1-25 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0025"
14439,"HPT Blade S1-26 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0026"
14440,"HPT Blade S1-27 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0027"
14441,"HPT Blade S1-28 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0028"
14442,"HPT Blade S1-29 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0029"
14443,"HPT Blade S1-30 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0030"
14444,"HPT Blade S1-31 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0031"
14445,"HPT Blade S1-32 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0032"
14446,"HPT Blade S1-33 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0033"
14447,"HPT Blade S1-34 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0034"
14448,"HPT Blade S1-35 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0035"
14449,"HPT Blade S1-36 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0036"
14450,"HPT Blade S1-37 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0037"
14451,"HPT Blade S1-38 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0038"
14452,"HPT Blade S1-39 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0039"
14453,"HPT Blade S1-40 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0040"
14454,"HPT Blade S1-41 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0041"
14455,"HPT Blade S1-42 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0042"
14456,"HPT Blade S1-43 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0043"
14457,"HPT Blade S1-44 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0044"
14458,"HPT Blade S1-45 Fir-Tree Root","HPT","FIR","Single-Crystal Nickel CMSX-4",1,"GE9X-HPT-FIR-0045"
