Item,Name,Category,Subsystem,Material,Class,Qty,Unit_Mass_kg,Unit_Cost_USD,Ext_Mass_kg,Ext_Cost_USD,Supplier,Lead_Weeks,Sample_PartID
319,"Valve Guide Valve 3-B-IN-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0021
320,"Valve 3-B-IN-2",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0012
321,"Valve Spring Valve 3-B-IN-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0022
322,"Valve Retainer Valve 3-B-IN-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0022
323,"Hydraulic Lifter Valve 3-B-IN-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0022
324,"Valve Seat Insert Valve 3-B-IN-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0022
325,"Valve Stem Seal Valve 3-B-IN-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0022
326,"Valve Guide Valve 3-B-IN-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0022
327,"Valve 3-B-EX-1",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0011
328,"Valve Spring Valve 3-B-EX-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0023
329,"Valve Retainer Valve 3-B-EX-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0023
330,"Hydraulic Lifter Valve 3-B-EX-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0023
331,"Valve Seat Insert Valve 3-B-EX-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0023
332,"Valve Stem Seal Valve 3-B-EX-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0023
333,"Valve Guide Valve 3-B-EX-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0023
334,"Valve 3-B-EX-2",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0012
335,"Valve Spring Valve 3-B-EX-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0024
336,"Valve Retainer Valve 3-B-EX-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0024
337,"Hydraulic Lifter Valve 3-B-EX-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0024
338,"Valve Seat Insert Valve 3-B-EX-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0024
339,"Valve Stem Seal Valve 3-B-EX-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0024
340,"Valve Guide Valve 3-B-EX-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0024
341,"VVT Phaser A-IN-iE",VVT,IE,"Aluminum 6061-T6",Class 3,1,0.405,3.24,0.405,3.24,"Alcoa",4,TYV6-VVT-IE-0001
342,"VVT-iE Motor Bank A",VVT,MTR,"Aluminum 6061-T6",Class 3,1,0.302,2.42,0.302,2.42,"Alcoa",4,TYV6-VVT-MTR-0001
343,"VVT-iE Reduction Gear Bank A",VVT,GER,"Steel AISI 4340",Class 3,1,0.425,2.55,0.425,2.55,"Carpenter Technology",4,TYV6-VVT-GER-0001
344,"VVT Phaser A-EX",VVT,HYD,"Aluminum 6061-T6",Class 3,1,0.405,3.24,0.405,3.24,"Alcoa",4,TYV6-VVT-HYD-0001
345,"VVT Phaser B-IN-iE",VVT,IE,"Aluminum 6061-T6",Class 3,1,0.405,3.24,0.405,3.24,"Alcoa",4,TYV6-VVT-IE-0002
346,"VVT-iE Motor Bank B",VVT,MTR,"Aluminum 6061-T6",Class 3,1,0.302,2.42,0.302,2.42,"Alcoa",4,TYV6-VVT-MTR-0002
347,"VVT-iE Reduction Gear Bank B",VVT,GER,"Steel AISI 4340",Class 3,1,0.425,2.55,0.425,2.55,"Carpenter Technology",4,TYV6-VVT-GER-0002
348,"VVT Phaser B-EX",VVT,HYD,"Aluminum 6061-T6",Class 3,1,0.405,3.24,0.405,3.24,"Alcoa",4,TYV6-VVT-HYD-0002
349,"Primary Timing Chain (silent, 1/4-inch pitch)",TIM,CHN,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-TIM-CHN-0001
350,"Secondary Timing Chain Bank A",TIM,CHN,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-TIM-CHN-0002
351,"Secondary Timing Chain Bank B",TIM,CHN,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",4,TYV6-TIM-CHN-0003
352,"Crank Drive Sprocket",TIM,SPR,"Steel AISI 4340",Class 3,1,0.265,1.59,0.265,1.59,"Carpenter Technology",4,TYV6-TIM-SPR-0001
353,"Cam Sprocket A-IN",TIM,SPR,"Steel AISI 4340",Class 3,1,0.265,1.59,0.265,1.59,"Carpenter Technology",4,TYV6-TIM-SPR-0002
354,"Cam Sprocket A-EX",TIM,SPR,"Steel AISI 4340",Class 3,1,0.265,1.59,0.265,1.59,"Carpenter Technology",4,TYV6-TIM-SPR-0003
355,"Cam Sprocket B-IN",TIM,SPR,"Steel AISI 4340",Class 3,1,0.265,1.59,0.265,1.59,"Carpenter Technology",4,TYV6-TIM-SPR-0004
356,"Cam Sprocket B-EX",TIM,SPR,"Steel AISI 4340",Class 3,1,0.265,1.59,0.265,1.59,"Carpenter Technology",4,TYV6-TIM-SPR-0005
357,"Oil Pump Drive Sprocket",TIM,SPR,"Steel AISI 4340",Class 3,1,0.265,1.59,0.265,1.59,"Carpenter Technology",4,TYV6-TIM-SPR-0006
358,"Chain Tensioner 1 (hydraulic)",TIM,TNS,"Steel AISI 4340",Class 3,1,0.467,2.8,0.467,2.8,"Carpenter Technology",4,TYV6-TIM-TNS-0001
359,"Chain Tensioner 2 (hydraulic)",TIM,TNS,"Steel AISI 4340",Class 3,1,0.467,2.8,0.467,2.8,"Carpenter Technology",4,TYV6-TIM-TNS-0002
360,"Chain Tensioner 3 (hydraulic)",TIM,TNS,"Steel AISI 4340",Class 3,1,0.467,2.8,0.467,2.8,"Carpenter Technology",4,TYV6-TIM-TNS-0003
361,"Chain Guide 1",TIM,GDE,"Nylon 6/6",Class 3,1,0.097,0.49,0.097,0.49,"TBD",4,TYV6-TIM-GDE-0001
362,"Chain Guide 2",TIM,GDE,"Nylon 6/6",Class 3,1,0.097,0.49,0.097,0.49,"TBD",4,TYV6-TIM-GDE-0002
363,"Chain Guide 3",TIM,GDE,"Nylon 6/6",Class 3,1,0.097,0.49,0.097,0.49,"TBD",4,TYV6-TIM-GDE-0003
364,"Chain Guide 4",TIM,GDE,"Nylon 6/6",Class 3,1,0.097,0.49,0.097,0.49,"TBD",4,TYV6-TIM-GDE-0004
365,"Chain Guide 5",TIM,GDE,"Nylon 6/6",Class 3,1,0.097,0.49,0.097,0.49,"TBD",4,TYV6-TIM-GDE-0005
366,"Chain Guide 6",TIM,GDE,"Nylon 6/6",Class 3,1,0.097,0.49,0.097,0.49,"TBD",4,TYV6-TIM-GDE-0006
367,"Variable-Flow Oil Pump (Gerotor + Solenoid Control)",OIL,PMP,"Aluminum 6061-T6",Class 3,1,1.024,8.19,1.024,8.19,"Alcoa",4,TYV6-OIL-PMP-0001
368,"Oil Filter Housing (Cartridge-style)",OIL,FLT,"Aluminum 6061-T6",Class 3,1,1.536,12.29,1.536,12.29,"Alcoa",4,TYV6-OIL-FLT-0001
369,"Oil Filter Element (cellulose + synthetic)",OIL,ELM,"Nylon 6/6",Class 3,1,0.763,3.82,0.763,3.82,"TBD",4,TYV6-OIL-ELM-0001
370,"Oil Cooler (Water-Cooled Stacked-Plate)",OIL,COL,"Aluminum 6061-T6",Class 3,1,0.259,2.07,0.259,2.07,"Alcoa",4,TYV6-OIL-COL-0001
371,"Oil Pickup Tube + Screen",OIL,PKP,"Stainless Steel 316",Class 3,1,0.529,6.35,0.529,6.35,"Carpenter Technology",4,TYV6-OIL-PKP-0001
372,"Piston Cooling Jet 1",OIL,JET,"Stainless Steel 316",Class 3,1,0.015,0.18,0.015,0.18,"Carpenter Technology",4,TYV6-OIL-JET-0001
373,"Piston Cooling Jet 2",OIL,JET,"Stainless Steel 316",Class 3,1,0.015,0.18,0.015,0.18,"Carpenter Technology",4,TYV6-OIL-JET-0002
374,"Piston Cooling Jet 3",OIL,JET,"Stainless Steel 316",Class 3,1,0.015,0.18,0.015,0.18,"Carpenter Technology",4,TYV6-OIL-JET-0003
375,"Piston Cooling Jet 4",OIL,JET,"Stainless Steel 316",Class 3,1,0.015,0.18,0.015,0.18,"Carpenter Technology",4,TYV6-OIL-JET-0004
376,"Piston Cooling Jet 5",OIL,JET,"Stainless Steel 316",Class 3,1,0.015,0.18,0.015,0.18,"Carpenter Technology",4,TYV6-OIL-JET-0005
377,"Piston Cooling Jet 6",OIL,JET,"Stainless Steel 316",Class 3,1,0.015,0.18,0.015,0.18,"Carpenter Technology",4,TYV6-OIL-JET-0006
378,"Oil Pressure Sensor",SNS,OIP,"Stainless Steel 316",Class 3,1,0.106,1.27,0.106,1.27,"Carpenter Technology",4,TYV6-SNS-OIP-0001
379,"Oil Temperature Sensor",SNS,OIT,"Stainless Steel 316",Class 3,1,0.038,0.46,0.038,0.46,"Carpenter Technology",4,TYV6-SNS-OIT-0001
380,"Water Pump (Electric, 250 W BLDC)",COOL,PMP,"Aluminum 6061-T6",Class 3,1,2.427,19.42,2.427,19.42,"Alcoa",4,TYV6-COOL-PMP-0001
381,"Electronic Thermostat (Variable Open Temp)",COOL,THR,"Aluminum 6061-T6",Class 3,1,0.298,2.38,0.298,2.38,"Alcoa",4,TYV6-COOL-THR-0001
382,"Coolant Crossover Manifold",COOL,XOV,"Aluminum 6061-T6",Class 3,1,0.239,1.91,0.239,1.91,"Alcoa",4,TYV6-COOL-XOV-0001
383,"Engine Coolant Temp Sensor 1",SNS,ECT,"Stainless Steel 316",Class 3,1,0.038,0.46,0.038,0.46,"Carpenter Technology",4,TYV6-SNS-ECT-0001
384,"Engine Coolant Temp Sensor 2",SNS,ECT,"Stainless Steel 316",Class 3,1,0.038,0.46,0.038,0.46,"Carpenter Technology",4,TYV6-SNS-ECT-0002
385,"Coolant Hose 1",COOL,HOS,"Nylon 6/6",Class 3,1,0.217,1.09,0.217,1.09,"TBD",4,TYV6-COOL-HOS-0001
386,"Coolant Hose 2",COOL,HOS,"Nylon 6/6",Class 3,1,0.217,1.09,0.217,1.09,"TBD",4,TYV6-COOL-HOS-0002
387,"Coolant Hose 3",COOL,HOS,"Nylon 6/6",Class 3,1,0.217,1.09,0.217,1.09,"TBD",4,TYV6-COOL-HOS-0003
388,"Coolant Hose 4",COOL,HOS,"Nylon 6/6",Class 3,1,0.217,1.09,0.217,1.09,"TBD",4,TYV6-COOL-HOS-0004
389,"Coolant Hose 5",COOL,HOS,"Nylon 6/6",Class 3,1,0.217,1.09,0.217,1.09,"TBD",4,TYV6-COOL-HOS-0005
390,"Coolant Hose 6",COOL,HOS,"Nylon 6/6",Class 3,1,0.217,1.09,0.217,1.09,"TBD",4,TYV6-COOL-HOS-0006
391,"Coolant Hose 7",COOL,HOS,"Nylon 6/6",Class 3,1,0.217,1.09,0.217,1.09,"TBD",4,TYV6-COOL-HOS-0007
392,"Coolant Hose 8",COOL,HOS,"Nylon 6/6",Class 3,1,0.217,1.09,0.217,1.09,"TBD",4,TYV6-COOL-HOS-0008
393,"Coolant Drain Plug 1",COOL,DRN,"Steel AISI 4340",Class 3,1,0.018,0.11,0.018,0.11,"Carpenter Technology",4,TYV6-COOL-DRN-0001
394,"Coolant Drain Plug 2",COOL,DRN,"Steel AISI 4340",Class 3,1,0.018,0.11,0.018,0.11,"Carpenter Technology",4,TYV6-COOL-DRN-0002
395,"Intake Manifold (Composite, Variable-Length Runners)",INT,MAN,"Nylon 6/6",Class 3,1,4.86,24.3,4.86,24.3,"TBD",4,TYV6-INT-MAN-0001
396,"Electronic Throttle Body (70 mm)",INT,THR,"Aluminum 6061-T6",Class 3,1,0.809,6.47,0.809,6.47,"Alcoa",4,TYV6-INT-THR-0001
397,"Intake Runner 1",INT,RUN,"Nylon 6/6",Class 3,1,0.097,0.48,0.097,0.48,"TBD",4,TYV6-INT-RUN-0001
398,"Intake Runner 2",INT,RUN,"Nylon 6/6",Class 3,1,0.097,0.48,0.097,0.48,"TBD",4,TYV6-INT-RUN-0002
399,"Intake Runner 3",INT,RUN,"Nylon 6/6",Class 3,1,0.097,0.48,0.097,0.48,"TBD",4,TYV6-INT-RUN-0003
400,"Intake Runner 4",INT,RUN,"Nylon 6/6",Class 3,1,0.097,0.48,0.097,0.48,"TBD",4,TYV6-INT-RUN-0004
401,"Intake Runner 5",INT,RUN,"Nylon 6/6",Class 3,1,0.097,0.48,0.097,0.48,"TBD",4,TYV6-INT-RUN-0005
402,"Intake Runner 6",INT,RUN,"Nylon 6/6",Class 3,1,0.097,0.48,0.097,0.48,"TBD",4,TYV6-INT-RUN-0006
403,"Variable Runner Control Actuator",INT,ACR,"Aluminum 6061-T6",Class 3,1,0.109,0.87,0.109,0.87,"Alcoa",4,TYV6-INT-ACR-0001
404,"Air Cleaner Housing",INT,BOX,"Nylon 6/6",Class 3,1,3.037,15.19,3.037,15.19,"TBD",4,TYV6-INT-BOX-0001
405,"Air Filter Element (Pleated)",INT,FLT,"Nylon 6/6",Class 3,1,1.555,7.78,1.555,7.78,"TBD",4,TYV6-INT-FLT-0001
406,"Mass Air Flow Sensor (Hot-Wire)",SNS,MAF,"Aluminum 6061-T6",Class 3,1,0.207,1.65,0.207,1.65,"Alcoa",4,TYV6-SNS-MAF-0001
407,"Intake Air Temp Sensor",SNS,IAT,"Stainless Steel 316",Class 3,1,0.012,0.14,0.012,0.14,"Carpenter Technology",4,TYV6-SNS-IAT-0001
408,"Manifold Absolute Pressure (MAP) Sensor",SNS,MAP,"Stainless Steel 316",Class 3,1,0.088,1.06,0.088,1.06,"Carpenter Technology",4,TYV6-SNS-MAP-0001
409,"Exhaust Manifold Bank A",EXH,MAN,"Stainless Steel 316",Class 3,1,4.096,49.15,4.096,49.15,"Carpenter Technology",4,TYV6-EXH-MAN-0001
410,"Close-Coupled 3-Way Catalyst Bank A",EMIS,TWC,"CMC SiC/SiC",Class 3,1,3.023,7557.73,3.023,7557.73,"GE Aviation (proprietary)",4,TYV6-EMIS-TWC-0001
411,"Exhaust Manifold Bank B",EXH,MAN,"Stainless Steel 316",Class 3,1,4.096,49.15,4.096,49.15,"Carpenter Technology",4,TYV6-EXH-MAN-0002
412,"Close-Coupled 3-Way Catalyst Bank B",EMIS,TWC,"CMC SiC/SiC",Class 3,1,3.023,7557.73,3.023,7557.73,"GE Aviation (proprietary)",4,TYV6-EMIS-TWC-0002
413,"Wide-Band O2 Sensor 1 (UEGO, pre-cat)",SNS,O2W,"Inconel 718",Class 3,1,0.1,9.53,0.1,9.53,"Special Metals (PCC)",4,TYV6-SNS-O2W-0001
414,"Wide-Band O2 Sensor 2 (UEGO, pre-cat)",SNS,O2W,"Inconel 718",Class 3,1,0.1,9.53,0.1,9.53,"Special Metals (PCC)",4,TYV6-SNS-O2W-0002
415,"Wide-Band O2 Sensor 3 (UEGO, post-cat)",SNS,O2W,"Inconel 718",Class 3,1,0.1,9.53,0.1,9.53,"Special Metals (PCC)",4,TYV6-SNS-O2W-0003
416,"Wide-Band O2 Sensor 4 (UEGO, post-cat)",SNS,O2W,"Inconel 718",Class 3,1,0.1,9.53,0.1,9.53,"Special Metals (PCC)",4,TYV6-SNS-O2W-0004
417,"Underfloor Combined NOx-Trap + 3-Way Catalyst",EMIS,UFC,"CMC SiC/SiC",Class 3,1,7.464,18661.06,7.464,18661.06,"GE Aviation (proprietary)",4,TYV6-EMIS-UFC-0001
418,"Gasoline Particulate Filter (GPF, Coated Wall-Flow)",EMIS,GPF,"CMC SiC/SiC",Class 3,1,6.569,16421.73,6.569,16421.73,"GE Aviation (proprietary)",4,TYV6-EMIS-GPF-0001
419,"GPF Differential Pressure Sensor",SNS,DPF,"Stainless Steel 316",Class 3,1,0.106,1.27,0.106,1.27,"Carpenter Technology",4,TYV6-SNS-DPF-0001
420,"EGT Sensor 1 (pre-CC)",SNS,EGT,"Inconel 718",Class 3,1,0.063,5.98,0.063,5.98,"Special Metals (PCC)",4,TYV6-SNS-EGT-0001
421,"EGT Sensor 2 (post-CC)",SNS,EGT,"Inconel 718",Class 3,1,0.063,5.98,0.063,5.98,"Special Metals (PCC)",4,TYV6-SNS-EGT-0002
422,"EGT Sensor 3 (post-GPF)",SNS,EGT,"Inconel 718",Class 3,1,0.063,5.98,0.063,5.98,"Special Metals (PCC)",4,TYV6-SNS-EGT-0003
423,"Exhaust Pipe Segment 1",EXH,PIP,"Stainless Steel 316",Class 3,1,1.166,13.99,1.166,13.99,"Carpenter Technology",4,TYV6-EXH-PIP-0001
424,"Exhaust Pipe Segment 2",EXH,PIP,"Stainless Steel 316",Class 3,1,1.166,13.99,1.166,13.99,"Carpenter Technology",4,TYV6-EXH-PIP-0002
425,"Exhaust Pipe Segment 3",EXH,PIP,"Stainless Steel 316",Class 3,1,1.166,13.99,1.166,13.99,"Carpenter Technology",4,TYV6-EXH-PIP-0003
426,"Exhaust Pipe Segment 4",EXH,PIP,"Stainless Steel 316",Class 3,1,1.166,13.99,1.166,13.99,"Carpenter Technology",4,TYV6-EXH-PIP-0004
427,"Muffler (2-Stage with Active Valve)",EXH,MUF,"Stainless Steel 316",Class 3,1,9.896,118.75,9.896,118.75,"Carpenter Technology",4,TYV6-EXH-MUF-0001
428,"Tailpipe Tip 1 (Polished Stainless)",EXH,TIP,"Stainless Steel 316",Class 3,1,0.656,7.87,0.656,7.87,"Carpenter Technology",4,TYV6-EXH-TIP-0001
429,"Tailpipe Tip 2 (Polished Stainless)",EXH,TIP,"Stainless Steel 316",Class 3,1,0.656,7.87,0.656,7.87,"Carpenter Technology",4,TYV6-EXH-TIP-0002
430,"Exhaust Hanger 1 (Rubber Isolated)",EXH,HNG,"Nylon 6/6",Class 3,1,0.016,0.08,0.016,0.08,"TBD",4,TYV6-EXH-HNG-0001
431,"Exhaust Hanger 2 (Rubber Isolated)",EXH,HNG,"Nylon 6/6",Class 3,1,0.016,0.08,0.016,0.08,"TBD",4,TYV6-EXH-HNG-0002
432,"Exhaust Hanger 3 (Rubber Isolated)",EXH,HNG,"Nylon 6/6",Class 3,1,0.016,0.08,0.016,0.08,"TBD",4,TYV6-EXH-HNG-0003
433,"Exhaust Hanger 4 (Rubber Isolated)",EXH,HNG,"Nylon 6/6",Class 3,1,0.016,0.08,0.016,0.08,"TBD",4,TYV6-EXH-HNG-0004
434,"Exhaust Hanger 5 (Rubber Isolated)",EXH,HNG,"Nylon 6/6",Class 3,1,0.016,0.08,0.016,0.08,"TBD",4,TYV6-EXH-HNG-0005
435,"Exhaust Hanger 6 (Rubber Isolated)",EXH,HNG,"Nylon 6/6",Class 3,1,0.016,0.08,0.016,0.08,"TBD",4,TYV6-EXH-HNG-0006
436,"EGR Cooler (Water-Cooled Stacked-Plate)",EMIS,EGC,"Stainless Steel 316",Class 3,1,0.768,9.22,0.768,9.22,"Carpenter Technology",4,TYV6-EMIS-EGC-0001
437,"EGR Control Valve (Electronic)",EMIS,EGV,"Stainless Steel 316",Class 3,1,1.342,16.1,1.342,16.1,"Carpenter Technology",4,TYV6-EMIS-EGV-0001
438,"EGR Pipe 1",EMIS,EPI,"Stainless Steel 316",Class 3,1,0.422,5.07,0.422,5.07,"Carpenter Technology",4,TYV6-EMIS-EPI-0001
439,"EGR Pipe 2",EMIS,EPI,"Stainless Steel 316",Class 3,1,0.422,5.07,0.422,5.07,"Carpenter Technology",4,TYV6-EMIS-EPI-0002
440,"EGR Pipe 3",EMIS,EPI,"Stainless Steel 316",Class 3,1,0.422,5.07,0.422,5.07,"Carpenter Technology",4,TYV6-EMIS-EPI-0003
441,"EGR Gas Temperature Sensor",SNS,EGT,"Stainless Steel 316",Class 3,1,0.038,0.46,0.038,0.46,"Carpenter Technology",4,TYV6-SNS-EGT-0004
442,"D-4S DI Injector 1",FUEL,DI,"Stainless Steel 316",Class 3,1,0.322,3.86,0.322,3.86,"Carpenter Technology",4,TYV6-FUEL-DI-0001
443,"D-4S DI Injector 2",FUEL,DI,"Stainless Steel 316",Class 3,1,0.322,3.86,0.322,3.86,"Carpenter Technology",4,TYV6-FUEL-DI-0002
444,"D-4S DI Injector 3",FUEL,DI,"Stainless Steel 316",Class 3,1,0.322,3.86,0.322,3.86,"Carpenter Technology",4,TYV6-FUEL-DI-0003
445,"D-4S DI Injector 4",FUEL,DI,"Stainless Steel 316",Class 3,1,0.322,3.86,0.322,3.86,"Carpenter Technology",4,TYV6-FUEL-DI-0004
446,"D-4S DI Injector 5",FUEL,DI,"Stainless Steel 316",Class 3,1,0.322,3.86,0.322,3.86,"Carpenter Technology",4,TYV6-FUEL-DI-0005
447,"D-4S DI Injector 6",FUEL,DI,"Stainless Steel 316",Class 3,1,0.322,3.86,0.322,3.86,"Carpenter Technology",4,TYV6-FUEL-DI-0006
448,"D-4S Port Injector 1",FUEL,PI,"Stainless Steel 316",Class 3,1,0.149,1.79,0.149,1.79,"Carpenter Technology",4,TYV6-FUEL-PI-0001
449,"D-4S Port Injector 2",FUEL,PI,"Stainless Steel 316",Class 3,1,0.149,1.79,0.149,1.79,"Carpenter Technology",4,TYV6-FUEL-PI-0002
450,"D-4S Port Injector 3",FUEL,PI,"Stainless Steel 316",Class 3,1,0.149,1.79,0.149,1.79,"Carpenter Technology",4,TYV6-FUEL-PI-0003
451,"D-4S Port Injector 4",FUEL,PI,"Stainless Steel 316",Class 3,1,0.149,1.79,0.149,1.79,"Carpenter Technology",4,TYV6-FUEL-PI-0004
452,"D-4S Port Injector 5",FUEL,PI,"Stainless Steel 316",Class 3,1,0.149,1.79,0.149,1.79,"Carpenter Technology",4,TYV6-FUEL-PI-0005
453,"D-4S Port Injector 6",FUEL,PI,"Stainless Steel 316",Class 3,1,0.149,1.79,0.149,1.79,"Carpenter Technology",4,TYV6-FUEL-PI-0006
454,"Fuel Rail DI (200 bar)",FUEL,RDI,"Stainless Steel 316",Class 3,1,1.448,17.37,1.448,17.37,"Carpenter Technology",4,TYV6-FUEL-RDI-0001
455,"Fuel Rail PI (4 bar)",FUEL,RPI,"Stainless Steel 316",Class 3,1,1.448,17.37,1.448,17.37,"Carpenter Technology",4,TYV6-FUEL-RPI-0001
456,"High-Pressure Fuel Pump (Cam-Driven, 250 bar Capable)",FUEL,HPP,"Stainless Steel 316",Class 3,1,3.18,38.16,3.18,38.16,"Carpenter Technology",4,TYV6-FUEL-HPP-0001
457,"Low-Pressure Fuel Pump (In-Tank, BLDC)",FUEL,LPP,"Aluminum 6061-T6",Class 3,1,0.604,4.83,0.604,4.83,"Alcoa",4,TYV6-FUEL-LPP-0001
458,"Fuel Pressure Sensor DI (200 bar)",SNS,FPS,"Stainless Steel 316",Class 3,1,0.061,0.73,0.061,0.73,"Carpenter Technology",4,TYV6-SNS-FPS-0001
459,"Fuel Pressure Sensor PI",SNS,FPS,"Stainless Steel 316",Class 3,1,0.061,0.73,0.061,0.73,"Carpenter Technology",4,TYV6-SNS-FPS-0002
460,"Fuel Temperature Sensor",SNS,FTS,"Stainless Steel 316",Class 3,1,0.031,0.37,0.031,0.37,"Carpenter Technology",4,TYV6-SNS-FTS-0001
461,"Spark Plug 1 (Iridium-Pt 14 mm thread)",IGN,PLG,"Stainless Steel 316",Class 3,1,0.094,1.13,0.094,1.13,"Carpenter Technology",4,TYV6-IGN-PLG-0001
462,"Ignition Coil 1 (Smart COP)",IGN,COL,"ABS Plastic",Class 3,1,0.162,0.81,0.162,0.81,"TBD",4,TYV6-IGN-COL-0001
463,"Spark Plug 2 (Iridium-Pt 14 mm thread)",IGN,PLG,"Stainless Steel 316",Class 3,1,0.094,1.13,0.094,1.13,"Carpenter Technology",4,TYV6-IGN-PLG-0002
464,"Ignition Coil 2 (Smart COP)",IGN,COL,"ABS Plastic",Class 3,1,0.162,0.81,0.162,0.81,"TBD",4,TYV6-IGN-COL-0002
465,"Spark Plug 3 (Iridium-Pt 14 mm thread)",IGN,PLG,"Stainless Steel 316",Class 3,1,0.094,1.13,0.094,1.13,"Carpenter Technology",4,TYV6-IGN-PLG-0003
466,"Ignition Coil 3 (Smart COP)",IGN,COL,"ABS Plastic",Class 3,1,0.162,0.81,0.162,0.81,"TBD",4,TYV6-IGN-COL-0003
467,"Spark Plug 4 (Iridium-Pt 14 mm thread)",IGN,PLG,"Stainless Steel 316",Class 3,1,0.094,1.13,0.094,1.13,"Carpenter Technology",4,TYV6-IGN-PLG-0004
468,"Ignition Coil 4 (Smart COP)",IGN,COL,"ABS Plastic",Class 3,1,0.162,0.81,0.162,0.81,"TBD",4,TYV6-IGN-COL-0004
469,"Spark Plug 5 (Iridium-Pt 14 mm thread)",IGN,PLG,"Stainless Steel 316",Class 3,1,0.094,1.13,0.094,1.13,"Carpenter Technology",4,TYV6-IGN-PLG-0005
470,"Ignition Coil 5 (Smart COP)",IGN,COL,"ABS Plastic",Class 3,1,0.162,0.81,0.162,0.81,"TBD",4,TYV6-IGN-COL-0005
471,"Spark Plug 6 (Iridium-Pt 14 mm thread)",IGN,PLG,"Stainless Steel 316",Class 3,1,0.094,1.13,0.094,1.13,"Carpenter Technology",4,TYV6-IGN-PLG-0006
472,"Ignition Coil 6 (Smart COP)",IGN,COL,"ABS Plastic",Class 3,1,0.162,0.81,0.162,0.81,"TBD",4,TYV6-IGN-COL-0006
473,"Knock Sensor Bank A",SNS,KNK,"Stainless Steel 316",Class 3,1,0.071,0.85,0.071,0.85,"Carpenter Technology",4,TYV6-SNS-KNK-0001
474,"Knock Sensor Bank B",SNS,KNK,"Stainless Steel 316",Class 3,1,0.071,0.85,0.071,0.85,"Carpenter Technology",4,TYV6-SNS-KNK-0002
475,"Crank Position Sensor (Hall, 36-1)",SNS,CKP,"Stainless Steel 316",Class 3,1,0.061,0.73,0.061,0.73,"Carpenter Technology",4,TYV6-SNS-CKP-0001
476,"Cam Position Sensor 1",SNS,CMP,"Stainless Steel 316",Class 3,1,0.061,0.73,0.061,0.73,"Carpenter Technology",4,TYV6-SNS-CMP-0001
477,"Cam Position Sensor 2",SNS,CMP,"Stainless Steel 316",Class 3,1,0.061,0.73,0.061,0.73,"Carpenter Technology",4,TYV6-SNS-CMP-0002
